id;nhogar;miembro;comuna;dominio;edad;sexo;parentes_2;p5_2;p6_a;p6_b;estado;categori;t13;t14;t15;t18;t19;t28;t29;t29a;t30;sem_hs;t33;t34;t35;t37_cod_2;t37_coda_2;t38;t39;t40;t41_cod_2;t47;t48;t49;t50a;t50b;t50c;t50d;t50e;t50f;t51_bis;i1;i4;i6_3;i10;i11;codioph;ioph_2;codioph_neto;ioph_neto_2;codios;ios_2;codioa;ioa_2;codlab;inglab_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;e2;e4;e6;e12;nivel;aesc;m1;m1_2;m2_anio;m3_anio;tipcob2_2;s2;sn4;sn5;sn16;s28;s29;fexp
1;1;1;8;4;16;1;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;35.00;2;0;2;3100;1;3;2;3;80313;0;0;3;2;2;2;2;2;2;3;1;0;2;0;0;1;2000;1;2000;0;0;2;0;1;2000;2;0;1;2000;1;2000;2000;2;0;0;7;4;7;5;5;2009;2009;1;1;3;1;3;0;0;55
2;1;1;9;3;18;2;1;1;95;95;1;3;0;0;0;0;0;0;0;0;1;6.00;1;1;1;4810;3;2;5;2;33314;0;0;1;2;2;2;2;2;2;3;1;0;2;0;0;1;500;1;500;0;0;2;0;1;500;2;0;1;500;9;17500;5833;1;1;10;0;4;8;1;1;0;1;1;1;3;1;4;1;1;40
2;1;2;9;3;37;1;7;1;0;0;1;3;0;0;0;0;0;0;0;0;1;34.00;1;1;9;4803;3;2;2;2;30313;0;0;1;2;2;2;2;2;2;3;1;0;2;0;0;9;12000;9;12000;0;0;2;0;9;12000;1;5000;9;17000;9;17500;5833;2;0;0;3;2;3;1;1;0;1;1;1;2;3;4;0;0;40
2;1;3;9;3;0;1;3;0;95;1;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;17500;5833;3;0;0;0;8;0;1;1;0;1;1;1;3;2;3;0;0;40
3;1;1;2;4;18;2;1;6;95;95;2;0;0;0;1;1;2018;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;6000;1;6000;1;6000;6000;1;1;13;0;6;12;2;2;0;2018;2;1;3;7;2;2;0;214
4;1;1;2;4;18;1;1;6;95;95;2;0;0;0;2;1;2018;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;16500;1;16500;1;16500;16500;1;3;13;0;6;12;4;4;2018;2018;1;3;3;6;2;0;0;180
5;1;1;2;4;18;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8000;1;8000;1;16000;8000;1;1;13;0;6;12;2;2;0;2018;2;1;3;6;1;2;0;196
5;1;2;2;4;22;2;7;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8000;1;8000;1;16000;8000;1;1;13;0;6;16;2;2;0;2014;2;1;3;5;1;2;0;196
6;1;1;7;4;18;2;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;2.00;1;1;1;4807;3;2;1;1;30313;1;1;0;0;0;0;0;0;0;3;0;0;0;2;0;1;500;1;500;0;0;2;0;1;500;9;300;9;800;9;15300;7650;2;0;0;7;4;9;5;5;2016;2016;1;1;3;2;3;2;0;239
6;1;2;7;4;23;2;7;6;95;95;1;3;0;0;0;0;0;0;0;0;1;60.00;2;0;1;4804;3;2;2;2;80313;0;0;1;2;2;2;2;2;2;3;1;0;2;0;0;1;1500;1;1500;0;0;2;0;1;1500;9;13000;9;14500;9;15300;7650;2;0;0;7;4;11;5;5;2013;2013;1;2;3;2;2;1;1;239
7;1;1;8;4;18;2;1;6;95;95;2;0;0;0;1;1;2018;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;6000;1;6000;1;24000;12000;2;0;0;7;5;12;3;3;0;2018;2;1;3;1;2;2;0;28
7;1;2;8;4;26;1;7;6;0;0;1;3;0;0;0;0;0;0;0;0;1;48.00;2;0;2;4808;3;2;2;3;32333;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;18000;1;18000;0;0;2;0;1;18000;2;0;1;18000;1;24000;12000;2;0;0;7;5;12;3;3;0;2017;2;1;3;6;2;0;0;28
8;1;1;11;4;18;1;1;1;95;95;1;2;0;0;0;0;0;0;0;0;1;63.00;2;0;2;4501;3;2;2;2;30113;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;20000;1;20000;0;0;2;0;1;20000;2;0;1;20000;1;30000;15000;3;0;0;0;8;0;1;1;0;1;1;1;1;3;2;0;0;381
8;1;2;11;4;18;2;2;1;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;10000;1;10000;1;30000;15000;2;0;0;3;2;3;3;3;0;2017;1;3;1;3;2;2;0;381
9;1;1;2;4;19;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;10000;1;10000;1;45000;15000;1;1;13;0;6;12;3;3;0;2017;4;1;1;6;2;0;0;272
9;1;2;2;4;19;1;8;6;95;95;1;3;0;0;0;0;0;0;0;0;2;60.00;2;0;2;5601;3;2;2;3;53314;0;0;1;2;2;2;2;2;2;3;1;0;2;0;0;1;8000;1;8000;1;6000;2;0;1;14000;1;3000;1;17000;1;45000;15000;1;1;13;0;6;12;4;4;2018;2018;1;1;3;2;2;0;0;272
9;1;3;2;4;24;1;8;6;95;95;1;3;0;0;0;0;0;0;0;0;1;30.00;2;0;2;8200;5;2;2;3;30333;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;18000;1;18000;0;0;2;0;1;18000;2;0;1;18000;1;45000;15000;1;1;13;0;6;15;4;4;2018;2018;2;2;3;2;2;0;0;272
10;1;1;2;4;19;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8000;1;8000;1;8000;8000;1;1;13;0;6;12;3;3;0;2018;2;1;3;7;1;0;0;425
11;1;1;3;4;19;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8000;1;8000;1;8000;8000;1;1;13;0;6;12;2;2;0;2018;3;2;3;6;2;0;0;527
12;1;1;1;4;19;1;1;6;95;95;3;0;1;1;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;10000;1;10000;1;10000;10000;1;1;13;0;6;14;2;2;0;2017;2;2;1;6;1;0;0;138
13;1;1;1;4;19;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;10000;1;10000;1;10000;10000;1;3;13;0;6;12;5;5;2018;2018;1;1;3;7;2;2;0;116
14;1;1;2;4;19;2;1;6;95;95;3;0;2;1;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;7000;1;7000;1;14000;7000;1;1;13;0;6;12;2;2;0;2018;2;2;3;7;3;2;0;164
14;1;2;2;4;21;1;7;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;7000;1;7000;1;14000;7000;1;1;13;0;6;14;2;2;0;2016;2;1;2;7;2;0;0;164
15;1;1;2;4;19;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;15000;1;15000;1;15000;15000;1;3;13;0;6;13;2;2;0;2017;4;2;3;6;1;2;0;437
16;1;1;2;4;19;1;1;6;95;95;3;0;2;1;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;30000;1;30000;1;50000;25000;1;3;13;0;6;12;3;3;0;2018;4;1;1;6;1;0;0;195
16;1;2;2;4;20;2;7;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;20000;1;20000;1;50000;25000;1;1;13;0;6;13;3;3;0;2015;4;1;3;6;1;2;0;195
17;1;1;2;4;19;1;1;6;95;95;3;0;1;1;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;15000;1;15000;1;26000;13000;1;1;13;0;6;12;2;2;0;2017;4;1;2;6;1;0;0;209
17;1;2;2;4;19;1;8;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;11000;1;11000;1;26000;13000;1;1;13;0;6;12;2;2;0;2018;2;1;2;6;1;0;0;209
18;1;1;9;4;19;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;15000;1;15000;1;15000;15000;1;1;13;0;6;12;3;3;0;2013;2;2;3;9;2;0;0;183
19;1;1;2;4;19;2;1;6;95;95;3;0;1;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3000;1;3000;1;3000;3000;1;1;13;0;6;13;3;3;0;2017;5;1;1;2;2;2;0;194
20;1;1;1;4;19;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;5000;1;5000;1;5000;5000;1;1;13;0;6;12;3;3;0;2018;2;1;3;6;2;0;0;118
21;1;1;1;3;19;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;0;2;0;0;3;2;5;1;1;0;1;1;6;0;0;3;2;0;141
21;1;2;1;3;26;2;7;6;0;0;2;0;0;0;2;1;2018;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;2;0;0;7;5;12;1;1;0;1;1;1;3;2;3;1;4;141
21;1;3;1;3;4;1;7;0;95;2;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;8;0;1;1;0;1;1;1;1;2;3;0;0;141
22;1;1;7;4;19;2;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;48.00;1;1;1;4807;3;2;2;2;30323;0;0;2;2;2;2;2;2;2;3;1;0;2;0;0;1;14000;1;14000;0;0;2;0;1;14000;2;0;1;14000;1;26000;13000;2;0;0;7;5;12;4;4;2018;2018;1;1;1;2;1;2;0;237
22;1;2;7;4;24;1;7;6;95;95;1;3;0;0;0;0;0;0;0;0;1;60.00;2;0;2;4502;3;2;2;3;56314;0;0;2;2;2;2;2;2;2;3;1;0;2;0;0;1;12000;1;12000;0;0;2;0;1;12000;2;0;1;12000;1;26000;13000;2;0;0;7;5;12;4;4;2018;2018;1;2;1;2;1;0;0;237
23;1;1;4;4;19;1;1;1;95;95;1;3;0;0;0;0;0;0;0;0;1;48.00;2;0;2;8401;6;1;2;3;82333;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;25000;1;25000;0;0;2;0;1;25000;2;0;1;25000;1;25000;12500;2;0;0;7;5;12;3;3;0;2018;2;1;3;5;2;0;0;71
23;1;2;4;4;21;2;2;1;95;95;2;0;0;0;5;1;2016;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;1;25000;12500;2;0;0;7;5;12;6;6;0;2018;1;2;3;3;2;2;0;71
24;1;1;8;3;19;1;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;63.00;2;0;2;4000;2;3;2;4;72313;0;0;1;2;2;2;2;2;2;3;1;0;2;0;0;1;10000;1;10000;0;0;2;0;1;10000;2;0;1;10000;1;10000;10000;2;0;0;7;4;9;1;1;0;1;1;3;3;2;1;0;0;26
25;1;1;1;4;19;1;1;1;95;95;1;2;0;0;0;0;0;0;0;0;1;35.00;1;1;1;4000;2;2;5;2;72113;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8000;1;8000;0;0;2;0;1;8000;2;0;1;8000;1;8000;4000;2;0;0;7;4;8;1;1;0;1;1;1;3;1;1;0;0;86
25;1;2;1;4;22;2;2;1;95;95;2;0;0;0;3;1;2017;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;1;8000;4000;2;0;0;7;4;10;1;1;0;1;1;1;3;4;1;2;0;86
26;1;1;15;4;19;1;1;1;95;95;2;0;0;0;1;1;2018;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;30000;1;30000;1;30000;15000;2;0;0;13;6;13;4;4;2018;2018;1;2;1;7;1;0;0;290
26;1;2;15;4;20;2;2;1;95;95;2;0;0;0;1;1;2018;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;1;30000;15000;2;0;0;13;6;13;4;4;2018;2018;1;1;3;1;1;2;0;290
27;1;1;1;3;20;2;1;3;95;95;1;3;0;0;0;0;0;0;0;0;2;7.00;1;1;1;8401;6;1;2;3;56314;0;0;2;1;1;2;2;2;2;3;1;0;2;0;0;1;6000;1;6000;1;2500;2;0;1;8500;1;1800;1;10300;1;10300;5150;1;1;10;0;4;9;4;5;2015;2015;1;4;3;2;3;1;1;61
27;1;2;1;3;2;1;3;0;95;1;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10300;5150;1;1;16;0;1;0;1;1;0;1;1;1;3;1;2;0;0;61
28;1;1;2;4;20;1;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;30.00;2;0;2;8200;5;2;2;3;10333;0;0;1;1;1;1;1;1;2;1;1;0;2;0;0;1;15000;1;15000;0;0;2;0;1;15000;1;5000;1;20000;1;20000;20000;1;3;12;0;6;12;2;2;0;2017;3;1;3;6;2;0;0;235
28;2;1;2;4;23;1;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;27.00;2;0;2;5601;3;2;2;3;53323;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;14000;1;14000;0;0;2;0;1;14000;1;15000;1;29000;1;29000;29000;1;1;13;0;6;16;2;2;0;2013;2;1;1;7;1;0;0;235
29;1;1;2;4;20;2;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;4.00;2;0;2;9700;9;0;0;0;57314;0;0;1;2;2;2;2;2;2;3;1;0;2;0;0;1;3500;1;3500;0;0;2;0;1;3500;1;6000;1;9500;1;15500;7750;1;1;12;0;6;13;2;2;0;2015;2;4;3;7;1;2;0;331
29;1;2;2;4;22;2;7;6;95;95;3;0;1;1;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;6000;1;6000;1;15500;7750;1;1;13;0;6;15;2;2;0;2014;2;4;3;7;1;2;0;331
30;1;1;2;4;20;1;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;28.00;1;1;1;5601;3;2;2;3;53313;0;0;2;1;1;1;1;1;2;1;2;3;0;0;0;1;10000;1;10000;0;0;2;0;2;0;1;4000;1;4000;1;4000;4000;1;3;12;0;6;12;3;3;0;2018;2;1;3;6;1;0;0;250
31;1;1;2;4;20;2;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;31.25;2;0;2;5601;3;2;2;2;53314;0;0;2;2;1;2;2;2;2;3;1;0;2;0;0;1;11000;1;11000;0;0;2;0;1;11000;1;15000;1;26000;1;26000;26000;1;3;12;0;6;14;3;3;0;2016;3;1;3;6;2;2;0;300
32;1;1;3;4;20;2;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;2.00;1;1;1;8501;7;2;2;4;41311;0;0;2;2;2;2;2;2;2;3;1;0;2;0;0;1;2500;1;2500;0;0;2;0;1;2500;1;5000;1;7500;1;7500;7500;1;1;13;0;6;12;2;2;0;2018;2;1;3;6;1;2;0;305
33;1;1;13;4;20;2;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;30.00;2;0;1;4807;3;2;2;2;30333;0;0;2;1;1;1;2;2;2;3;1;0;2;0;0;1;14000;1;14000;0;0;2;0;1;14000;1;6500;1;20500;1;20500;20500;1;1;13;0;6;12;1;1;0;1;4;1;3;7;2;2;0;676
34;1;1;13;4;20;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;7000;1;7000;1;14000;7000;1;3;13;0;6;13;3;3;0;2017;3;2;1;6;2;0;0;369
34;1;2;13;4;21;1;7;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;7000;1;7000;1;14000;7000;1;1;13;0;6;14;3;3;0;2015;3;2;1;6;2;0;0;369
35;1;1;5;4;20;2;1;6;95;95;3;0;2;1;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;5000;1;5000;9;36850;12283;1;3;13;0;6;12;2;2;0;2018;3;1;1;3;2;2;0;282
35;1;2;5;4;23;1;7;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;5000;1;5000;9;36850;12283;1;1;13;0;6;14;2;2;0;2015;3;1;1;3;3;0;0;282
35;1;3;5;4;22;1;8;6;95;95;1;3;0;0;0;0;0;0;0;0;1;40.00;2;0;2;1100;1;2;2;4;20333;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;9;21850;9;21850;0;0;2;0;9;21850;9;5000;9;26850;9;36850;12283;1;1;13;0;6;14;2;2;0;2015;5;1;3;7;2;0;0;282
36;1;1;5;4;20;2;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;24.00;2;0;2;8401;6;1;2;4;43313;0;0;2;1;2;1;2;2;2;2;1;0;2;0;0;1;16500;1;16500;0;0;2;0;1;16500;2;0;1;16500;1;16500;16500;1;1;13;0;6;13;1;1;0;1;2;1;3;5;3;2;0;225
37;1;1;2;4;20;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;2000;9;2000;9;9000;4500;1;3;13;0;6;13;2;2;0;2017;2;1;2;6;1;0;0;159
37;1;2;2;4;18;1;7;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;7000;9;7000;9;9000;4500;1;3;13;0;6;12;2;2;0;2018;2;1;1;5;1;0;0;159
38;1;1;3;4;20;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;9000;1;9000;1;9000;4500;1;1;13;0;6;12;5;5;2018;2018;1;1;3;1;1;0;0;300
38;1;2;3;4;18;2;8;6;95;95;3;0;2;1;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;1;9000;4500;2;0;0;7;5;12;5;5;2018;2018;1;1;3;1;1;2;0;300
39;1;1;5;4;20;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;12000;1;12000;1;14000;7000;1;1;13;0;6;13;2;2;0;2017;2;1;3;1;2;0;0;341
39;1;2;5;4;22;1;7;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2000;1;2000;1;14000;7000;1;1;13;0;6;15;2;2;0;2017;2;1;3;5;2;0;0;341
40;1;1;3;4;20;2;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;8.00;2;0;1;9700;9;0;0;0;57314;0;0;1;2;2;2;2;2;2;3;1;0;2;0;0;1;4000;1;4000;0;0;2;0;1;4000;1;7000;1;11000;1;19000;9500;1;1;13;0;6;12;3;3;0;2018;4;1;3;2;1;2;0;287
40;1;2;3;4;20;2;8;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8000;1;8000;1;19000;9500;1;1;13;0;6;13;3;3;0;2016;2;1;3;2;1;2;0;287
41;1;1;1;4;20;1;1;6;95;95;1;2;0;0;0;0;0;0;0;0;1;12.00;1;1;2;7400;5;2;5;1;58112;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1500;1;1500;0;0;2;0;1;1500;1;30000;1;31500;1;31500;31500;1;3;13;0;6;13;1;1;0;2017;2;1;3;6;1;0;0;118
42;1;1;14;4;20;2;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;20.00;2;0;2;7000;5;2;2;4;10333;0;0;1;1;1;1;1;1;2;1;1;0;2;0;0;1;10000;1;10000;0;0;2;0;1;10000;2;0;1;10000;1;10000;10000;1;3;13;0;6;14;3;3;0;2016;5;2;2;6;2;2;0;470
43;1;1;2;4;20;2;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;12000;1;12000;9;58500;19500;1;1;13;0;6;13;2;2;0;2018;5;1;3;6;2;2;0;103
43;1;2;2;4;19;1;7;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;12000;1;12000;9;58500;19500;1;1;13;0;6;12;3;3;0;2017;5;2;3;6;2;0;0;103
43;1;3;2;4;23;1;7;6;95;95;1;3;0;0;0;0;0;0;0;0;1;30.00;2;0;2;8401;6;1;2;3;10333;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;9;34500;9;34500;0;0;2;0;9;34500;2;0;9;34500;9;58500;19500;2;0;0;7;5;12;3;3;0;2014;5;2;3;6;2;0;0;103
44;1;1;2;4;20;1;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;16.00;2;0;2;4903;4;2;2;4;81332;0;0;1;1;1;1;1;1;2;1;1;0;2;0;0;1;8000;1;8000;0;0;2;0;1;8000;2;0;1;8000;1;8000;8000;1;2;13;0;6;12;3;3;0;2018;3;1;1;7;2;0;0;383
45;1;1;13;4;20;2;1;1;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;0;1;1;13;0;6;14;6;6;0;2018;5;1;3;2;1;1;1;369
45;1;2;13;4;21;1;2;1;95;95;1;2;0;0;0;0;0;1;1;1;0;0.00;0;0;1;3200;1;2;1;1;80132;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;0;0;2;0;2;0;2;0;2;0;2;0;0;1;3;13;0;6;14;1;1;0;2018;3;1;3;6;2;0;0;369
45;1;3;13;4;0;1;3;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;8;0;1;1;0;1;2;1;3;7;1;0;0;369
46;1;1;1;4;20;2;1;6;95;95;1;3;0;0;0;0;0;0;0;0;1;25.00;2;0;2;6900;5;2;2;3;11331;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;11000;1;11000;0;0;2;0;1;11000;1;8600;1;19600;1;19600;19600;1;1;13;0;6;15;2;2;0;2016;2;1;1;7;1;2;0;139
47;1;1;1;4;20;1;1;6;95;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2000;1;2000;1;14000;7000;1;3;13;0;6;13;1;1;0;2016;3;1;1;5;2;0;0;139
47;1;2;1;4;23;2;7;6;95;95;1;3;0;0;0;0;0;0;0;0;1;16.00;2;0;2;7000;5;2;2;4;32333;0;0;1;2;2;2;2;1;2;3;1;0;2;0;0;1;10000;1;10000;0;0;2;0;1;10000;1;2000;1;12000;1;14000;7000;1;3;13;0;6;15;1;1;0;2014;3;1;1;6;1;2;0;139
