id;nhogar;miembro;comuna;dominio;edad;sexo;parentes_2;p5_2;p6_a;p6_b;estado;categori;t13;t14;t15;t18;t19;t28;t29;t29a;t30;sem_hs;t33;t34;t35;t37_cod_2;t37_coda_2;t38;t39;t40;t41_cod_2;t47;t48;t49;t50a;t50b;t50c;t50d;t50e;t50f;t51_bis;i1;i4;i6_3;i10;i11;codioph;ioph_2;codioph_neto;ioph_neto_2;codios;ios_2;codioa;ioa_2;codlab;inglab_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;e2;e4;e6;e12;nivel;aesc;m1;m1_2;m2_anio;m3_anio;tipcob2_2;s2;sn4;sn5;sn16;s28;s29;fexp
1439;1;1;3;4;37;1;1;6;0;0;1;2;0;0;0;0;0;0;0;0;1;47.00;1;1;2;6200;5;2;1;1;81132;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;32000;1;32000;0;0;2;0;1;32000;2;0;1;32000;1;157000;17444;2;0;0;13;7;17;3;3;0;2010;2;1;1;5;1;0;0;113
1439;1;2;3;4;34;1;8;6;0;0;1;2;0;0;0;0;0;0;0;0;1;16.00;1;1;2;9000;8;2;2;1;50111;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;16000;1;16000;0;0;2;0;1;16000;2;0;1;16000;1;157000;17444;2;0;0;7;5;12;2;2;0;2017;1;2;1;2;1;0;0;113
1439;1;3;3;4;24;1;8;6;95;95;1;3;0;0;0;0;0;0;0;0;2;51.00;1;1;1;5601;3;2;2;2;32314;0;0;1;2;2;2;2;2;2;3;1;0;2;0;0;1;4000;1;4000;1;4000;2;0;1;8000;2;0;1;8000;1;157000;17444;1;1;13;0;6;12;5;5;2018;2018;1;3;3;2;2;0;0;113
1439;1;4;3;4;32;2;8;6;0;0;1;2;0;0;0;0;0;0;0;0;1;12.00;1;1;2;8502;7;2;2;1;41111;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;12000;1;12000;0;0;2;0;1;12000;1;6000;1;18000;1;157000;17444;2;0;0;13;6;14;3;3;0;2017;1;2;3;2;1;2;0;113
1439;1;5;3;4;32;2;8;6;0;0;1;2;0;0;0;0;0;0;0;0;1;15.00;1;1;2;9000;8;2;1;1;50111;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;15000;1;15000;0;0;2;0;1;15000;1;5000;1;20000;1;157000;17444;2;0;0;12;6;14;3;3;0;2018;1;1;3;2;1;2;0;113
1439;1;6;3;4;32;2;8;6;0;0;1;2;0;0;0;0;0;0;0;0;1;12.00;1;1;2;9000;8;2;2;1;50111;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;15000;1;15000;0;0;2;0;1;15000;2;0;1;15000;1;157000;17444;2;0;0;7;5;12;3;3;0;2017;1;1;3;2;1;2;0;113
1439;1;7;3;4;36;1;8;6;0;0;1;3;0;0;0;0;0;0;0;0;1;44.00;2;0;1;9700;9;0;0;0;55314;0;0;1;2;2;2;2;2;2;3;1;0;2;0;0;1;10000;1;10000;0;0;2;0;1;10000;2;0;1;10000;1;157000;17444;2;0;0;7;5;12;2;2;0;2018;1;2;3;6;1;0;0;113
1439;1;8;3;4;32;2;8;6;0;0;1;3;0;0;0;0;0;0;0;0;1;36.00;2;0;2;5601;3;2;2;3;53314;0;0;1;2;2;2;2;2;2;3;1;0;2;0;0;1;18000;1;18000;0;0;2;0;1;18000;2;0;1;18000;1;157000;17444;2;0;0;7;5;12;2;2;0;2018;1;2;3;2;1;2;0;113
1439;1;9;3;4;29;1;8;6;0;0;1;2;0;0;0;0;0;0;0;0;1;30.00;2;0;2;9000;8;2;5;1;50111;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;20000;1;20000;0;0;2;0;1;20000;2;0;1;20000;1;157000;17444;2;0;0;13;6;14;3;3;0;2013;1;1;3;6;1;0;0;113
1440;1;1;1;4;37;2;1;1;0;0;1;2;0;0;0;0;0;0;0;0;2;54.00;2;0;2;7400;5;2;1;2;80132;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;14000;1;14000;2;0;1;1000;1;15000;2;0;1;15000;1;35000;11667;2;0;0;13;7;17;4;4;2009;2009;2;3;3;6;3;2;0;240
1440;1;2;1;4;37;1;2;1;0;0;1;2;0;0;0;0;0;0;0;0;1;46.00;2;0;2;7400;5;2;1;2;80132;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;20000;1;20000;0;0;2;0;1;20000;2;0;1;20000;1;35000;11667;2;0;0;13;7;17;4;4;2009;2009;2;1;1;7;2;0;0;240
1440;1;3;1;4;12;1;3;0;2;95;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;35000;11667;1;1;3;0;2;6;4;4;2018;2018;1;2;1;3;1;0;0;240
1441;1;1;9;4;37;1;1;1;0;0;1;3;0;0;0;0;0;0;0;0;1;56.00;2;0;2;6800;5;2;2;4;10332;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;48000;1;48000;0;0;2;0;1;48000;2;0;1;48000;1;68000;9714;2;0;0;13;6;14;3;3;0;2000;3;3;1;6;3;0;0;201
1441;1;2;9;4;35;2;2;1;0;0;1;3;0;0;0;0;0;0;0;0;1;35.00;2;0;2;8501;7;1;2;3;41312;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;20000;1;20000;0;0;2;0;1;20000;2;0;1;20000;1;68000;9714;2;0;0;12;7;15;1;1;0;1;5;1;1;6;3;1;5;201
1441;1;3;9;4;15;1;3;6;1;2;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;68000;9714;1;2;7;0;4;7;1;1;0;1;4;2;3;6;2;0;0;201
1441;1;4;9;4;13;1;3;0;1;2;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;68000;9714;1;3;3;0;2;6;1;1;0;1;4;2;3;6;3;0;0;201
1441;1;5;9;4;11;2;3;0;1;2;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;68000;9714;1;1;3;0;2;4;1;1;0;1;4;2;3;6;3;0;0;201
1441;1;6;9;4;9;2;3;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;68000;9714;1;1;3;0;2;3;1;1;0;1;4;2;3;6;3;0;0;201
1441;1;7;9;4;1;1;3;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;68000;9714;3;0;0;0;8;0;1;1;0;1;4;1;1;6;3;0;0;201
1442;1;1;10;4;37;1;1;2;0;0;1;3;0;0;0;0;0;0;0;0;1;43.20;2;0;2;4804;3;2;2;2;30333;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;15000;1;15000;0;0;2;0;1;15000;2;0;1;15000;1;15000;5000;2;0;0;13;6;15;1;1;0;1;2;1;3;5;2;0;0;290
1442;1;2;10;4;32;2;2;2;0;0;3;0;1;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;15000;5000;2;0;0;13;6;15;3;3;0;2008;2;1;3;5;2;1;1;290
1442;1;3;10;4;3;2;3;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15000;5000;1;2;16;0;1;0;1;1;0;1;2;1;3;5;2;0;0;290
1443;1;1;10;4;37;1;1;2;0;0;1;3;0;0;0;0;0;0;0;0;2;60.00;2;0;2;8600;7;2;3;4;40312;0;0;2;2;2;2;2;2;2;2;1;0;2;0;0;1;30000;1;30000;1;30000;2;0;1;60000;2;0;1;60000;1;93000;23250;2;0;0;13;7;17;6;6;0;2005;2;2;1;5;2;0;0;205
1443;1;2;10;4;33;2;2;2;0;0;1;3;0;0;0;0;0;0;0;0;1;24.00;2;0;2;8600;7;1;3;4;40332;0;0;2;1;1;1;2;1;2;1;1;0;2;0;0;1;33000;1;33000;0;0;2;0;1;33000;2;0;1;33000;1;93000;23250;2;0;0;12;7;15;1;1;0;1;2;2;3;5;2;1;2;205
1443;1;3;10;4;6;1;3;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;93000;23250;1;3;2;0;1;0;1;1;0;1;2;1;3;5;2;0;0;205
1443;1;4;10;4;3;1;3;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;93000;23250;1;3;17;0;1;0;1;1;0;1;2;1;3;5;2;0;0;205
1444;1;1;12;4;37;2;1;3;0;0;1;3;0;0;0;0;0;0;0;0;1;40.00;2;0;2;6400;5;2;2;4;10332;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;45000;1;45000;0;0;2;0;1;45000;1;16000;1;61000;1;61000;30500;2;0;0;13;7;17;1;1;0;1;3;2;3;6;1;1;1;242
1444;1;2;12;4;5;2;3;0;95;1;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;61000;30500;1;2;2;0;1;0;1;1;0;1;3;1;3;6;1;0;0;242
1445;1;1;14;4;37;1;1;3;0;0;1;3;0;0;0;0;0;0;0;0;2;59.00;2;0;2;2500;1;2;3;3;30332;0;0;2;1;1;2;1;1;2;1;1;0;2;0;0;1;34000;1;34000;1;5000;1;5000;1;44000;2;0;1;44000;1;44000;44000;2;0;0;13;7;17;1;1;0;1;3;2;1;7;3;0;0;419
1446;1;1;7;4;37;2;1;2;0;0;1;3;0;0;0;0;0;0;0;0;1;45.00;2;0;2;4811;3;2;2;4;10332;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;45000;1;45000;0;0;2;0;1;45000;9;45000;9;90000;9;120000;40000;2;0;0;13;7;17;2;2;0;1999;3;1;3;6;2;1;1;272
1446;1;2;7;4;38;1;2;2;0;0;1;3;0;0;0;0;0;0;0;0;1;50.00;2;0;2;4503;3;2;2;3;30202;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;30000;1;30000;0;0;2;0;1;30000;2;0;1;30000;9;120000;40000;2;0;0;12;7;15;2;2;0;1999;3;1;1;6;2;0;0;272
1446;1;3;7;4;3;2;3;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;120000;40000;1;2;17;0;1;0;1;1;0;1;3;1;3;6;1;0;0;272
1447;1;1;6;4;37;1;1;2;0;0;1;3;0;0;0;0;0;0;0;0;2;54.40;2;0;2;6400;5;1;2;4;20201;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;80000;1;80000;9;7000;2;0;9;87000;2;0;9;87000;9;135000;67500;2;0;0;13;7;17;1;1;0;2000;3;1;1;6;2;0;0;124
1447;1;2;6;4;35;2;2;2;0;0;1;1;0;0;0;0;0;0;0;0;2;29.00;2;0;2;8502;7;2;2;2;5002;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;38000;1;38000;1;10000;2;0;1;48000;2;0;1;48000;9;135000;67500;2;0;0;12;7;15;1;1;0;1;3;1;1;6;2;2;0;124
1448;1;1;9;3;37;2;1;3;0;0;1;3;0;0;0;0;0;0;0;0;2;34.00;2;0;2;9409;8;2;2;2;56314;0;0;2;2;2;2;2;1;2;1;1;0;2;0;0;1;9000;1;9000;1;5000;2;0;1;14000;1;1500;1;15500;9;19000;9500;2;0;0;13;6;12;5;5;1987;1987;1;1;1;6;3;1;1;28
1448;1;2;9;3;19;1;3;6;95;1;1;3;0;0;0;0;0;0;0;0;1;24.00;2;0;2;5601;3;2;2;2;32323;0;0;2;2;2;2;2;2;2;3;1;0;2;0;0;9;3500;9;3500;0;0;2;0;9;3500;2;0;9;3500;9;19000;9500;2;0;0;7;4;8;1;1;0;1;1;4;3;1;3;0;0;28
1449;1;1;9;4;37;1;1;2;0;0;1;3;0;0;0;0;0;0;0;0;1;45.00;2;0;2;6100;5;2;2;4;81331;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;25000;1;25000;0;0;2;0;1;25000;2;0;1;25000;1;45000;11250;2;0;0;13;7;17;1;1;0;1;2;4;1;5;3;0;0;247
1449;1;2;9;4;38;2;2;2;0;0;1;3;0;0;0;0;0;0;0;0;1;45.00;2;0;2;2100;1;2;2;4;80332;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;20000;1;20000;0;0;2;0;1;20000;2;0;1;20000;1;45000;11250;2;0;0;7;5;12;1;1;0;1;2;2;3;5;3;1;2;247
1449;1;3;9;4;4;2;3;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;45000;11250;1;2;18;0;1;0;1;1;0;1;2;1;3;5;2;0;0;247
1449;1;4;9;4;2;1;3;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;45000;11250;1;2;16;0;1;0;1;1;0;1;2;1;3;5;2;0;0;247
1450;1;1;14;4;37;1;1;2;0;0;1;3;0;0;0;0;0;0;0;0;2;23.00;2;0;1;8600;7;2;3;4;40311;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;76000;1;76000;1;2000;2;0;1;78000;2;0;1;78000;1;208000;69333;2;0;0;13;7;17;1;1;0;1;5;2;3;6;2;0;0;323
1450;1;2;14;4;40;2;2;2;0;0;1;3;0;0;0;0;0;0;0;0;1;50.00;2;0;2;3200;1;2;3;4;30202;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;130000;1;130000;0;0;2;0;1;130000;2;0;1;130000;1;208000;69333;2;0;0;13;7;17;6;6;0;1;3;2;3;6;2;1;1;323
1450;1;3;14;4;2;1;3;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;208000;69333;1;3;16;0;1;0;1;1;0;1;3;1;1;6;1;0;0;323
1451;1;1;13;4;37;2;1;5;0;0;2;0;0;0;4;1;2018;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;5000;1;5000;1;5000;2500;2;0;0;13;6;13;1;1;0;1;1;3;3;2;2;1;1;323
1451;1;2;13;4;11;1;3;0;95;1;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;5000;2500;1;1;3;0;2;4;1;1;0;1;5;2;3;5;1;0;0;323
1452;1;1;15;4;37;2;1;6;0;0;1;3;0;0;0;0;0;0;0;0;1;40.00;2;0;2;1400;1;2;2;3;80333;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;32000;1;32000;0;0;2;0;1;32000;2;0;1;32000;1;32000;32000;2;0;0;13;7;17;1;1;0;1;3;1;3;6;2;2;0;281
1453;1;1;7;4;37;1;1;2;0;0;1;3;0;0;0;0;0;0;0;0;1;40.00;2;0;2;6400;5;2;2;3;20331;0;0;2;1;1;1;1;1;1;1;1;0;2;0;0;9;25000;9;25000;0;0;2;0;9;25000;2;0;9;25000;9;59000;14750;2;0;0;13;7;17;1;1;0;1;2;4;3;5;3;0;0;446
1453;1;2;7;4;37;2;2;2;0;0;1;3;0;0;0;0;0;0;0;0;2;28.00;2;0;2;8501;7;1;2;4;41311;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;9;4000;9;4000;9;30000;2;0;9;34000;2;0;9;34000;9;59000;14750;2;0;0;13;7;17;6;6;0;1989;2;2;3;5;3;1;2;446
1453;1;3;7;4;5;2;3;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;59000;14750;1;3;2;0;1;0;1;1;0;1;2;1;3;5;3;0;0;446
1453;1;4;7;4;2;1;3;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;59000;14750;1;3;16;0;1;0;1;1;0;1;2;1;3;5;3;0;0;446
1454;1;1;3;4;37;1;1;2;0;0;1;3;0;0;0;0;0;0;0;0;1;40.00;2;0;2;5800;5;2;2;3;92312;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;20000;1;20000;0;0;2;0;1;20000;2;0;1;20000;1;20000;20000;2;0;0;13;6;16;6;6;0;2013;2;1;1;6;2;0;0;288
1455;1;1;3;4;37;2;1;3;0;0;1;3;0;0;0;0;0;0;0;0;1;40.00;2;0;2;8401;6;1;2;4;10333;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;40000;1;40000;0;0;2;0;1;40000;2;0;1;40000;1;48637;16212;2;0;0;13;7;17;1;1;0;1;2;1;3;5;2;1;1;212
1455;1;2;3;4;65;2;6;3;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8637;1;8637;1;48637;16212;2;0;0;7;4;9;6;6;0;1967;2;1;3;5;3;1;1;212
1455;1;3;3;4;5;2;3;0;95;1;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48637;16212;1;2;2;0;1;0;1;1;0;1;2;3;3;5;2;0;0;212
1456;1;1;14;4;37;2;1;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;1;50000;12500;2;0;0;13;7;17;1;1;0;2017;4;1;3;7;2;1;2;401
1456;1;2;14;4;40;1;2;2;0;0;1;1;0;0;0;0;0;0;0;0;1;55.00;2;0;2;2800;1;2;2;3;6001;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;50000;1;50000;0;0;2;0;1;50000;2;0;1;50000;1;50000;12500;2;0;0;13;7;17;1;1;0;2017;4;2;1;7;2;0;0;401
1456;1;3;14;4;3;2;3;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;50000;12500;1;3;17;0;1;0;1;1;0;2017;4;1;1;7;1;0;0;401
1456;1;4;14;4;0;2;3;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;50000;12500;3;0;0;0;8;0;1;1;0;1;4;1;3;7;1;0;0;401
1457;1;1;13;4;37;1;1;6;0;0;1;3;0;0;0;0;0;0;0;0;1;34.00;2;0;2;7301;5;2;2;2;50331;0;0;2;1;1;1;1;2;2;2;1;0;2;0;0;1;40000;1;40000;0;0;2;0;1;40000;2;0;1;40000;1;40000;40000;2;0;0;13;6;16;1;1;0;1;3;1;3;7;2;0;0;382
1458;1;1;1;4;37;1;1;6;0;0;1;3;0;0;0;0;0;0;0;0;1;50.00;2;0;1;7900;5;2;2;4;10332;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;32000;1;32000;0;0;2;0;1;32000;2;0;1;32000;1;32000;32000;2;0;0;13;6;16;6;6;0;2008;3;2;1;7;3;0;0;95
1459;1;1;10;4;37;2;1;2;0;0;1;3;0;0;0;0;0;1;2;2;0;0.00;0;0;2;8401;6;1;2;3;46331;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;26000;1;26000;0;0;2;0;1;26000;2;0;1;26000;1;48500;24250;2;0;0;13;7;17;1;1;0;1;2;1;3;5;1;2;0;215
1459;1;2;10;4;43;1;2;2;0;0;1;3;0;0;0;0;0;1;2;2;0;0.00;0;0;2;8401;6;1;2;4;10333;0;0;2;1;1;1;1;1;1;1;1;0;2;0;0;1;22500;1;22500;0;0;2;0;1;22500;2;0;1;22500;1;48500;24250;2;0;0;12;6;13;1;1;0;1;2;1;3;5;2;0;0;215
1460;1;1;5;4;37;2;1;2;0;0;1;3;0;0;0;0;0;0;0;0;1;40.00;2;0;2;7000;5;3;2;4;10333;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;20000;1;20000;0;0;2;0;1;20000;2;0;1;20000;1;40000;13333;2;0;0;13;7;17;1;1;0;1;3;3;3;6;3;1;1;392
1460;1;2;5;4;35;1;2;2;0;0;1;3;0;0;0;0;0;0;0;0;1;40.00;2;0;2;6200;5;2;2;4;10202;0;0;2;1;1;1;1;1;1;1;1;0;2;0;0;1;20000;1;20000;0;0;2;0;1;20000;2;0;1;20000;1;40000;13333;2;0;0;13;7;17;1;1;0;1;3;3;3;6;3;0;0;392
1460;1;3;5;4;4;2;3;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;40000;13333;1;2;17;0;1;0;1;1;0;1;3;1;3;6;2;0;0;392
1461;1;1;7;4;37;2;1;3;0;0;1;3;0;0;0;0;0;0;0;0;2;46.00;1;2;1;8401;6;1;2;4;46333;0;0;2;2;2;2;2;2;2;3;1;0;2;0;0;1;25000;1;25000;1;30000;2;0;1;55000;2;0;1;55000;1;55000;27500;2;0;0;14;7;19;1;1;0;1;1;2;1;5;2;1;1;222
1461;1;2;7;4;7;2;3;0;95;1;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;55000;27500;1;1;3;0;2;1;1;1;0;1;2;2;3;5;1;0;0;222
1462;1;1;6;4;37;2;1;1;0;0;1;3;0;0;0;0;0;0;0;0;1;40.00;2;0;2;8401;6;1;2;3;11202;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;60000;1;60000;0;0;2;0;1;60000;2;0;1;60000;1;100000;50000;2;0;0;14;7;18;6;6;0;1990;2;1;3;7;2;2;0;229
1462;1;2;6;4;43;1;2;1;0;0;1;3;0;0;0;0;0;0;0;0;1;40.00;2;0;2;7000;5;2;2;2;10332;0;0;2;1;1;1;1;2;2;2;1;0;2;0;0;1;40000;1;40000;0;0;2;0;1;40000;2;0;1;40000;1;100000;50000;2;0;0;13;7;17;1;1;0;1;2;1;3;7;3;0;0;229
1463;1;1;6;4;37;1;1;1;0;0;1;3;0;0;0;0;0;0;0;0;1;50.00;2;0;2;7100;5;2;3;4;72331;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;9;45000;9;45000;0;0;2;0;9;45000;2;0;9;45000;9;95000;47500;2;0;0;14;7;18;2;2;0;2012;3;2;3;6;2;0;0;163
1463;1;2;6;4;35;2;2;1;0;0;1;2;0;0;0;0;0;0;0;0;1;40.00;2;0;2;8600;7;2;2;2;40111;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;50000;9;50000;0;0;2;0;9;50000;2;0;9;50000;9;95000;47500;2;0;0;14;7;19;3;3;0;2006;2;2;3;5;3;2;0;163
1464;1;1;13;4;37;1;1;2;0;0;1;3;0;0;0;0;0;0;0;0;2;53.00;2;0;1;8401;6;1;2;4;72201;0;0;2;1;1;1;2;1;2;1;1;0;2;0;0;1;65000;1;65000;1;1500;2;0;1;66500;2;0;1;66500;1;118500;39500;2;0;0;14;7;19;1;1;0;2015;2;3;3;7;2;0;0;206
1464;1;2;13;4;39;2;2;2;0;0;1;3;0;0;0;0;0;0;0;0;2;40.00;2;0;2;7100;5;2;2;2;72331;0;0;1;2;2;2;2;2;2;2;1;0;2;0;0;1;50000;1;50000;1;2000;2;0;1;52000;2;0;1;52000;1;118500;39500;2;0;0;14;7;19;4;4;1979;2015;2;2;3;7;2;1;1;206
1464;1;3;13;4;5;2;3;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;118500;39500;1;3;18;0;1;0;1;1;0;2015;2;1;3;7;2;0;0;206
1465;1;1;13;4;37;1;1;6;0;0;1;2;0;0;0;0;0;0;0;0;1;59.00;2;0;2;7900;5;2;2;1;30132;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;30000;1;30000;0;0;2;0;1;30000;2;0;1;30000;1;30000;30000;2;0;0;14;7;18;2;2;0;2001;4;1;2;6;1;0;0;356
1466;1;1;15;4;37;1;1;1;0;0;1;3;0;0;0;0;0;0;0;0;2;49.00;2;0;2;8401;6;1;2;4;10332;0;0;1;2;2;1;2;2;2;2;1;0;2;0;0;1;23700;1;23700;1;6000;2;0;1;29700;2;0;1;29700;1;46700;23350;2;0;0;14;7;19;4;4;2012;2012;2;2;3;5;3;0;0;141
1466;1;2;15;4;36;2;2;1;0;0;1;3;0;0;0;0;0;0;0;0;1;45.00;2;0;2;8401;6;1;2;4;72331;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;17000;1;17000;0;0;2;0;1;17000;2;0;1;17000;1;46700;23350;2;0;0;13;7;17;2;2;0;2001;2;1;3;5;3;2;0;141
1467;1;1;6;4;37;2;1;6;0;0;1;3;0;0;0;0;0;0;0;0;1;40.00;2;0;2;8401;6;1;2;4;10333;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;49000;1;49000;0;0;2;0;1;49000;2;0;1;49000;1;49000;49000;2;0;0;14;7;19;6;6;0;2006;3;1;3;6;1;2;0;290
